"abstract","web_url","snippet","lead_paragraph","print_section","print_page","pub_date","_id","word_count","uri"
"Middle East Economic Survey reports that Iran is urging OPEC to adopt formula to adjust oil prices automatically at least every 3 months to cover inflation and currency fluctuations (S)","https://www.nytimes.com/1979/08/28/archives/oil-price-formula-urged.html","Middle East Economic Survey reports that Iran is urging OPEC to adopt formula to adjust oil prices automatically at least every 3 months to cover inflation and currency fluctuations (S)","BAHRAIN, Aug. 27 (Reuters) — Iran is urging the Organization of Petroleum Exporting Countries to adopt formula to adjust oil prices automatically at least every three months, the Middle East Economic Survey said today. The journal quoted Mohammed Ali Movahed, adviser to the chairman of the National Iranian Oil Company, as saying Iran would insist on such formula at the next OPEC conference. The formula would have to cover inflation and currency fluctuations, Mr. Movahed said.","D","5","1979-08-28T05:00:00+0000","nyt://article/ec4c4ac5-d23a-572a-82ea-925950b38388",82,"nyt://article/ec4c4ac5-d23a-572a-82ea-925950b38388"
"Commerce Dept reports July trade deficit was $1.1 billion; reports overall deficit for 1st 7 months of '79 was $12.86 billion, compared with $20 billion in '78 period; projects '79 deficit will be $22 billion, 10% lower than earlier predictions, if trends of last few months continue; breakdown; graph (M)","https://www.nytimes.com/1979/08/29/archives/july-trade-deficit-narrowed-11-billion-gap-was-2d-smallest-of-the.html","Commerce Dept reports July trade deficit was $1.1 billion; reports overall deficit for 1st 7 months of '79 was $12.86 billion, compared with $20 billion in '78 period; projects '79 deficit will be $22 billion, 10% lower than earlier predictions, i...","WASHINGTON, Aug. 28 — The nation's trade deficit last month was the second smallest of the year, as exports continued strong and total imports leveled off despite a record payment for foreign oil, the Department of Commerce reported today.","D","1","1979-08-29T05:00:00+0000","nyt://article/bad99c87-b261-564b-817b-0dc9400dc8b2",836,"nyt://article/bad99c87-b261-564b-817b-0dc9400dc8b2"
"Article on Connecticut homeowner interest in solar water-heating systems and whether it is better to buy or lease equipment; illus (M)","https://www.nytimes.com/1979/09/02/archives/connecticut-weekly-connecticut-housing-behind-the-solar.html","Article on Connecticut homeowner interest in solar water-heating systems and whether it is better to buy or lease equipment; illus (M)","IT might never have happened if Skip and Susan Clark had not been giving a clambake that Saturday night in June. They had just bought a solar heater for their swimming pool and the neighbors were curious to see what it was all about.","CN","15","1979-09-02T05:00:00+0000","nyt://article/2510468f-2266-548a-acb5-b2348c7d9245",1207,"nyt://article/2510468f-2266-548a-acb5-b2348c7d9245"
"Letter from David R Brower, chairman of Friends of the Earth, warns against giving proposed Energy Mobilization Board ‘meat-ax authority to override state and Federal obstacles to energy plants","https://www.nytimes.com/1979/09/02/archives/letters-energy-mobilization-meat-ax-vs-environment.html","Letter from David R Brower, chairman of Friends of the Earth, warns against giving proposed Energy Mobilization Board ‘meat-ax authority to override state and Federal obstacles to energy plants","Your Aug. 20 editorial regarding the proposed Energy Mobilization Board failed to consider some important points.","E","14","1979-09-02T05:00:00+0000","nyt://article/54fde562-b1c1-5e11-b585-0adb635ccc48",1950,"nyt://article/54fde562-b1c1-5e11-b585-0adb635ccc48"
"Letter from former US Foreign Service Officer O Edmund Clubb comments on Ben J Wattenberg's July 22 article deploring lack of effective American response in various world crisis sectors; says in current era nation can lead only with advice and consent of equals, not by virtue of possessing unadorned power","https://www.nytimes.com/1979/09/02/archives/letters-to-the-editor-the-theater-of-black-america-flexing-americas.html","Letter from former US Foreign Service Officer O Edmund Clubb comments on Ben J Wattenberg's July 22 article deploring lack of effective American response in various world crisis sectors; says in current era nation can lead only with advice and con...","Much as I agree with Clifford Mason's comments on the present state of black American theater (“A New Black Theater,” July 22), I am afraid his historical remarks were inflated to bolster his arguments.","SM","12","1979-09-02T05:00:00+0000","nyt://article/5e4a6eb9-6de3-5172-957e-2cc4e3fa8a51",1265,"nyt://article/5e4a6eb9-6de3-5172-957e-2cc4e3fa8a51"
"Article by Charles W Kadlec and Arthur B Laffer says Pres Carter's proposal for tax on oil companies' windfall profits after decontrol is based on faulty assumption that price controls keep American gasoline prices down; says that wholesalers in US are paying world price for refined oil products because US market is integrated with world petroleum market; says immediate decontrol would eliminate distribution and other costs associated with regulatory compliance while leaving wolesale refined product prices unchanged, with result that consumer prices would drop; says proposed tax would reduce incentives to produce oil in US; table comparing spot market prices in NY and Rotterdam; graph purporting to show that on 3 occasions in mid-70's when Government removed restraints on oil, price of oil stabilized or declined (M)","https://www.nytimes.com/1979/09/02/archives/point-of-view-does-oil-decontrol-mean-lower-prices.html","Article by Charles W Kadlec and Arthur B Laffer says Pres Carter's proposal for tax on oil companies' windfall profits after decontrol is based on faulty assumption that price controls keep American gasoline prices down; says that wholesalers in U...","In the current debate over President Carter's plan to phase out price controls on crude oil and impose a “windfall profits” tax, a key political and economic consideration is the impact decontrol will have on retail prices of refined products such as gasoline and heating oil. Conventional calculations estimate decontrol will mean price increases for gasoline of 5 cents a gallon or more. This policy change is viewed as necessary in order to increase conservation of energy by allowing United States energy prices to rise to the world level. But the consequent increase in oil company revenues, estimated to be about $10 billion per year, is considered a “windfall,” the President proposing to tax 50 percent of these revenues not profits — away.","F","12","1979-09-02T05:00:00+0000","nyt://article/ca5ca7d3-2e92-57dc-b24e-71dfb5ef8736",1291,"nyt://article/ca5ca7d3-2e92-57dc-b24e-71dfb5ef8736"
"Juan Pablo Perez Alfonso, former Venezuelan oil minister and founder of OPEC, dies on Sept 3 at age 75; por (M)","https://www.nytimes.com/1979/09/04/archives/juan-perez-alfonso-venezuelan-regarded-as-founder-of-opec-left.html","Juan Pablo Perez Alfonso, former Venezuelan oil minister and founder of OPEC, dies on Sept 3 at age 75; por (M)","WASHINGTON, Sept. 3 (AP) — Juan Pablo Perez Alfonzo, the man widely regarded as the founder of the Organization of Petroleum Exporting Countries, died today. He was 75 years old.","C","14","1979-09-04T05:00:00+0000","nyt://article/e3e225ec-007d-5e61-9335-0877d7ac4928",405,"nyt://article/e3e225ec-007d-5e61-9335-0877d7ac4928"
"Coalition of consumer, labor and old people's organizations plans nationwide rallies next month to protest Pres Carter's energy program and his ‘puny’ effort to help poor deal with high fuel costs; comments by Ralph Nader, IAM president William Winpisinger and William Hutton of National Council of Senior Citizens noted; Nader illus (M)","https://www.nytimes.com/1979/09/05/archives/consumers-unions-and-elderly-plan-drive-to-cut-energy-prices.html","Coalition of consumer, labor and old people's organizations plans nationwide rallies next month to protest Pres Carter's energy program and his ‘puny’ effort to help poor deal with high fuel costs; comments by Ralph Nader, IAM president William Wi...","WASHINGTON, Sept. 4 (UPI) — Consumer, labor and senior‐citizen groups said today they would hold nationwide rallies next month to protest against President Carter's energy program and what they termed his “puny” effort to help the poor deal with high fuel costs.","A","14","1979-09-05T05:00:00+0000","nyt://article/0941ad27-3abb-5083-833c-8cfba25b87cc",313,"nyt://article/0941ad27-3abb-5083-833c-8cfba25b87cc"
"Gold closes at record $325.625 a troy ounce, Zurich (M)","https://www.nytimes.com/1979/09/05/archives/currency-markets-gold-price-sets-marks-dollar-steady-abroad.html","Gold closes at record $325.625 a troy ounce, Zurich (M)","The price of gold soared to records yesterday, and traders foresaw no quick end to the gold rush that has pushed the price of an ounce of the precious metal up by nearly $100 since the beginning of the year.","D","12","1979-09-05T05:00:00+0000","nyt://article/4ea1b003-7312-55e4-8848-c77026686af0",507,"nyt://article/4ea1b003-7312-55e4-8848-c77026686af0"
"Letter assails proposed bill in City Council requiring written notice of defective street condition before NYC could be held liable","https://www.nytimes.com/1979/09/05/archives/letters-us-oil-industry-vs-the-public-interest.html","Letter assails proposed bill in City Council requiring written notice of defective street condition before NYC could be held liable","To the Editor:","A","22","1979-09-05T05:00:00+0000","nyt://article/b9a65561-47f2-545b-a51c-ad3930bd3e12",1901,"nyt://article/b9a65561-47f2-545b-a51c-ad3930bd3e12"
"article on co which is up for sale and may attract bids in excess of $2 billion if a bidding war develops; company's oil reserves in California, 376 million bbls, are principal prize, since most of oil is uncontrolled; graph of revenues and earnings '74 to '79; table of financial data; graph of crude oil production '74 to '79; map showing Kern County properties (M)","https://www.nytimes.com/1979/09/05/archives/belridge-rides-oilprice-boom-reserverich-coast-concern-draws.html","article on co which is up for sale and may attract bids in excess of $2 billion if a bidding war develops; company's oil reserves in California, 376 million bbls, are principal prize, since most of oil is uncontrolled; graph of revenues and earnin...","LOS ANGELES, Sept. 4 — As John Elliot Cook, a lawyer, tells the story, the founders of the Belridge Oil Company were land speculators.","D","1","1979-09-05T05:00:00+0000","nyt://article/d0c30af1-715c-5692-a45c-86ab848b2700",911,"nyt://article/d0c30af1-715c-5692-a45c-86ab848b2700"
"John S Dyson, chairman of NYS Power Authority, says agency will seek permission to build a billion‐dollar garbage‐ and coal‐fueled power plant in Arthur Kill section of Staten Island instead of in South Bronx; has approval of Gov Carey, who promised during '78 election that authority would not build plant at Arthur Kill; Mayor Koch scores change of plan and says city will fight it; Dyson says he would also like to build small garbage‐burning power plants in city's 4 other boroughs as part of effort to close dump at Fresh Kills; map (M)","https://www.nytimes.com/1979/09/07/archives/carey-in-switch-backs-power-plant-on-si-mayor-wanted-more-time.html","John S Dyson, chairman of NYS Power Authority, says agency will seek permission to build a billion‐dollar garbage‐ and coal‐fueled power plant in Arthur Kill section of Staten Island instead of in South Bronx; has approval of Gov Carey, who promis...","John S. Dyson, the chairman of the State Power Authority, said yesterday that his agency would seek permission to build a billion‐dollar electric power plant on Staten Island. The plant, on Arthur Kill, would burn coal and garbage.","B","1","1979-09-07T05:00:00+0000","nyt://article/46d36ed9-5078-5706-9394-c0f500acc99e",703,"nyt://article/46d36ed9-5078-5706-9394-c0f500acc99e"
"editorial on conference holds perceptions of participants would be in question if they opted to join Cuban ideological offensive","https://www.nytimes.com/1979/09/07/archives/the-cuban-line-for-the-nonaligned.html","editorial on conference holds perceptions of participants would be in question if they opted to join Cuban ideological offensive","Probably by accident, reports of the Soviet military buildup in Cuba surfaced just as 90‐odd nonaligned nations were about to meet in Havana. But it was surely no accident that Fidel Castro chose to open the Havana summit with a call to arms against “American imperialism.” Mr. Castro apparently aspires to be doctrinal pontiff as well as titular chairman of the nonaligned bloc. And he might succeed.","A","24","1979-09-07T05:00:00+0000","nyt://article/a6e13357-8004-5ddc-b2f1-15ae91f29919",482,"nyt://article/a6e13357-8004-5ddc-b2f1-15ae91f29919"
"Bureau of Labor Statistics reports producer prices, paced by increases in food and energy costs, increased 1.2% in August; National Assn of Manufacturers chief economist George Hagedorn says picture continues to be one of economic slowdown getting under way at rather slow pace; graphs on producer prices and key price indexes (M)","https://www.nytimes.com/1979/09/08/archives/12-increase-is-largest-since-januaryprime-rate-at-record-12-signs.html","Bureau of Labor Statistics reports producer prices, paced by increases in food and energy costs, increased 1.2% in August; National Assn of Manufacturers chief economist George Hagedorn says picture continues to be one of economic slowdown getting...","WASHINGTON, Sept. 7 — Paced by new increases in food costs, producer prices rose by 1.2 percent in August, the largest monthly increase since January, the Bureau of Labor Statistics reported today.",NA,"1","1979-09-08T05:00:00+0000","nyt://article/12c0aa43-1c3e-5d4a-a971-3b6185128049",643,"nyt://article/12c0aa43-1c3e-5d4a-a971-3b6185128049"
"President Carter said the arms treaty with the Soviet Union should be approved by the Senate &#8220;on its own merits&#8221; without being tied to Soviet activity in Cuba or in other countries. In an interview with out&#8208;of&#8208;town editors at the White House, Mr. Carter took issue with the senators who would link the treaty's approval to the removal of the 2,000 to 3,000 Soviet troops in Cuba. Meanwhile, Robert C. Byrd, the Senate majority leader, said the treaty would be defeated if it came up for a vote now, but it should not, he said, be held hostage to the troop issue. He said the treaty could be considered on its own when it voted on late in November when &#8220;the dust should have settled.&#8221; [Page 1, Column 6.]","https://www.nytimes.com/1979/09/09/archives/news-summary-international.html","","President Carter said the arms treaty with the Soviet Union should be approved by the Senate “on its own merits” without being tied to Soviet activity in Cuba or in other countries. In an interview with out‐of‐town editors at the White House, Mr. Carter took issue with the senators who would link the treaty's approval to the removal of the 2,000 to 3,000 Soviet troops in Cuba. Meanwhile, Robert C. Byrd, the Senate majority leader, said the treaty would be defeated if it came up for a vote now, but it should not, he said, be held hostage to the troop issue. He said the treaty could be considered on its own when it voted on late in November when “the dust should have settled.” [Page 1, Column 6.]",NA,"2","1979-09-09T05:00:00+0000","nyt://article/3ff73993-e38b-5447-af73-62807085cba1",637,"nyt://article/3ff73993-e38b-5447-af73-62807085cba1"
"Article by former Us Under Sec William D Rogers on American foreign policy holds Congress is exerting increasing influence over foreign affairs; says foreign policy has become synonomous with lawmaking which may place straitjacket of legislation around manifold complexity of US relations with other nations; illus (L)","https://www.nytimes.com/1979/09/09/archives/whos-in-charge-of-foreign-policy.html","Article by former Us Under Sec William D Rogers on American foreign policy holds Congress is exerting increasing influence over foreign affairs; says foreign policy has become synonomous with lawmaking which may place straitjacket of legislation a...","The stately brawling in the Senate over SALT II raises issues larger even than the strategic‐weapons balance between the Soviet Union and the United States. Congress is also writing another chapter in the history of its aggregation of power over the foreign relations of the United States.","SM","111","1979-09-09T05:00:00+0000","nyt://article/55030e98-e8d5-5b5e-a075-1468a38d5368",3099,"nyt://article/55030e98-e8d5-5b5e-a075-1468a38d5368"
"Article on McGraw-Hill's entry into information processing industry; notes company is world leader in providing information to industry, governments and individuals; notes new thrust accounted for more than half of company's revenues ($761 million) and profits ($63 million) in 1978; Toronto University Center for Culture and Technology director Marshall McLuhan comments on company move into computer industry; company chairman Harold W McGraw Jr and executive vice president Joseph L Dionne comment; McGraw por (M)","https://www.nytimes.com/1979/09/09/archives/a-data-conglomerate-mcgrawhill-takes-over-the-numbers-concentrating.html","Article on McGraw-Hill's entry into information processing industry; notes company is world leader in providing information to industry, governments and individuals; notes new thrust accounted for more than half of company's revenues ($761 million...","The time is the early 1980's. The Standard & Poor's index of 500 leading stocks has been falling for more than week. The F.W. Dodge index reports sharp decline in the value of the previous month's new construction contracts. Platt's Oilgram Price Report, confirming what Platt's Oilgram News reported days earlier, contains the bad news about the latest round of OPEC price increases. In Data Resources Inc.'s monthly report to blue‐chip clients, its chairman, economist Otto Eckstein, acknowledges that the nation does indeed appear to be slipping into a recession.","F","1","1979-09-09T05:00:00+0000","nyt://article/80374b9c-a9ea-576b-8340-07c0e623fd91",1352,"nyt://article/80374b9c-a9ea-576b-8340-07c0e623fd91"
"A great burden was lifted from my shoulders as I entered the summer of 1979. For the first time in 32 summers, I didn't care if I got tanned.","https://www.nytimes.com/1979/09/09/archives/still-new-under-the-sun.html","","A great burden was lifted from my shoulders as I entered the summer of 1979. For the first time in 32 summers, I didn't care if I got tanned.","E","19","1979-09-09T05:00:00+0000","nyt://article/dfc94ece-0e74-596a-9e2c-f633b5fab5c7",627,"nyt://article/dfc94ece-0e74-596a-9e2c-f633b5fab5c7"
"Article on conflict between US and Mexico over winter vegetable industry; Florida growers, convinced that Mexicans have taken to 'dumping' their produce at low prices in deliberate effort to drive them out of business, are demanding that Government take steps to restrict their foreign competition; negotiations which are under way to resolve dispute could affect thousands of jobs in US and Mexico, inflation rate and relations between 2 countries; Pres Carter's chief inflation fighter Alfred E Kahn, Senate aide Jean Parvin, Luis Rodriguez, leader of Florida movement, George Uribe, who represents association of Mexican vegetable distributors, and others comment; map (L)","https://www.nytimes.com/1979/09/09/archives/winter-vegetables-from-mexico-stir-frustration-on-florida-farms.html","Article on conflict between US and Mexico over winter vegetable industry; Florida growers, convinced that Mexicans have taken to 'dumping' their produce at low prices in deliberate effort to drive them out of business, are demanding that Governmen...","NOGALES, Ariz. — Sometime in December the big trucks will begin rolling into town from the south, piled high with vine‐ripened tomatoes, gleaming bell peppers, squash, cucumbers and eggplant to satisfy the prodigious American appetite for fresh winter vegetables.",NA,"1","1979-09-09T05:00:00+0000","nyt://article/f6028ff3-7878-5342-956e-12b0429f47ac",1408,"nyt://article/f6028ff3-7878-5342-956e-12b0429f47ac"
"Petroleum Industry Research Foundation reports that worldwide shortage of oil has begun to recede and that small surplus could develop in '80 (S)","https://www.nytimes.com/1979/09/10/archives/tight-oil-market-easing-study-says.html","Petroleum Industry Research Foundation reports that worldwide shortage of oil has begun to recede and that small surplus could develop in '80 (S)","The worldwide shortage of oil has begun to recede, according to a report by the Petroleum Industry Research Foundation, a group of oil economists.","D","5","1979-09-10T05:00:00+0000","nyt://article/c1e39b13-367f-580c-8441-fb5037c20ca2",173,"nyt://article/c1e39b13-367f-580c-8441-fb5037c20ca2"
"US oil companies confirm that they have been discussing premiums with Nigeria; Canada is reportedly considering curtailing or ending its net exports of crude oil to US, which amounts to about 175,000 bbls a day (S)","https://www.nytimes.com/1979/09/11/archives/joint-international-effort-urged-to-speed-up-the-search-for-oil.html","US oil companies confirm that they have been discussing premiums with Nigeria; Canada is reportedly considering curtailing or ending its net exports of crude oil to US, which amounts to about 175,000 bbls a day (S)","BUCHAREST, Rumania, Sept. 10 (AP) — An American geologist called today for international efforts to develop new oil and gas wells, saying that the world probably has as much undiscovered fuel in the ground as has been discovered so far.","D","6","1979-09-11T05:00:00+0000","nyt://article/cb96aa51-c475-5c14-88d2-cbdfcf1a40aa",554,"nyt://article/cb96aa51-c475-5c14-88d2-cbdfcf1a40aa"
"5th in series of articles on attitudes of Americans discusses loss of confidence among the many retirees who have moved to Florida; interviews residents of Cocoa, near Kennedy Space Center, where retirees are pouring in, real estate is souring and tourism is good; says despite this, retirees seeking the American Dream find that inflation has robbed them of economic power to live it, and they are often panic-striken about gas shortages and beset by amorphous fears about the future; illus (L)","https://www.nytimes.com/1979/09/11/archives/the-silver-lining-fades-for-the-retired-in-florida-an-american.html","5th in series of articles on attitudes of Americans discusses loss of confidence among the many retirees who have moved to Florida; interviews residents of Cocoa, near Kennedy Space Center, where retirees are pouring in, real estate is souring and...","COCOA, Fla. — When the space age swept America, this coastal city in central Florida, in the shadow of the rocket gantries at Cape Canaveral, was transformed.","D","18","1979-09-11T05:00:00+0000","nyt://article/d6ab7368-ca90-5efc-9325-8ca71cf033b2",1574,"nyt://article/d6ab7368-ca90-5efc-9325-8ca71cf033b2"
"OPEC will set up its own news agency ‘to rectify distorted reports about oil in international news media’ (S)","https://www.nytimes.com/1979/09/12/archives/world-news-briefs-exenvoy-of-central-africa-forms-regime-in-exile.html","OPEC will set up its own news agency ‘to rectify distorted reports about oil in international news media’ (S)","PARIS, Sept. 11 — Sylvestre Bangui, Central Africa's former Ambassador to France, today announced the formation of a provisional government of the “Republic of Ubangi” to attempt to overthrow the regime of Emperor Bokassa.","A","7","1979-09-12T05:00:00+0000","nyt://article/1ae4bd62-ee84-53a3-a1f3-984f428fd544",790,"nyt://article/1ae4bd62-ee84-53a3-a1f3-984f428fd544"
"Lonnie Hanauer letter sees 1st day of school as 1st day of new year for schoolchildren (S)","https://www.nytimes.com/1979/09/12/archives/letters-to-reverse-the-president-on-oil-decontrol.html","Lonnie Hanauer letter sees 1st day of school as 1st day of new year for schoolchildren (S)","On July 26, the President sent each member of Congress a letter strongly urging oppositikn to a House amendment to the Department of Energy Authorization Act “designed to repeal the program of phased decontrol,” which he commenced on June 1.","A","26","1979-09-12T05:00:00+0000","nyt://article/7c63cf33-154f-5dba-844c-ff17f01e3c3c",1968,"nyt://article/7c63cf33-154f-5dba-844c-ff17f01e3c3c"
"IAM to pursue its antitrust suit against OPEC to Supreme Court if necessary; suit was thrown out of Federal District Court (S)","https://www.nytimes.com/1979/09/13/archives/suit-challenges-verdict-on-opec.html","IAM to pursue its antitrust suit against OPEC to Supreme Court if necessary; suit was thrown out of Federal District Court (S)","LOS ANGELES, Sept. 12 (AP) An appeal notice was filed today in a unusual antitrust suit against the Organization of Petroleum Exporting Countries that previously was thrown out of Federal court.","D","5","1979-09-13T05:00:00+0000","nyt://article/4b5c778f-ffda-53d3-8896-828074cdf6b2",148,"nyt://article/4b5c778f-ffda-53d3-8896-828074cdf6b2"
"letter by Dorothy Dillon, Washington Center for Latin American Studies director, urges US and other democracies to provide economic assistance to Nicaragua before Cuba and USSR have chance","https://www.nytimes.com/1979/09/14/archives/letters-oilprice-lesson-from-europe-our-countrys-protectors-as.html","letter by Dorothy Dillon, Washington Center for Latin American Studies director, urges US and other democracies to provide economic assistance to Nicaragua before Cuba and USSR have chance","To the Editor: As the gasoline lines recede after Labor Day, it is appropriate that the absence of a U.S. oil policy again be discussed.","A","24","1979-09-14T05:00:00+0000","nyt://article/dd945292-a798-564f-9893-ad2aad258cdb",1903,"nyt://article/dd945292-a798-564f-9893-ad2aad258cdb"
"Sen Jacob Javits on merits of bill he and Sen Henry Jackson have introduced that would provide for monthly payments to low-income households for energy costs exceeding proportion of income paid for energy by average family; notes that payments are made directly to energy suppliers, who in return must offer fair credit terms to participants, and that companion bill would provide tax relief to middle income heating oil users","https://www.nytimes.com/1979/09/15/archives/letters-the-truth-about-a-boy-his-worms-and-taxes.html","Sen Jacob Javits on merits of bill he and Sen Henry Jackson have introduced that would provide for monthly payments to low-income households for energy costs exceeding proportion of income paid for energy by average family; notes that payments are...","To the Editor: Some were amused, others were outraged and The New York Times (Topics Aug. 29) worried that the New York State Department of Taxation and Finance “never sleeps” — all in response to the sensational story about the upstate boy selling worms and the collection of sales tax.",NA,"18","1979-09-15T05:00:00+0000","nyt://article/814b540a-e351-5795-83b6-b711e1246ef7",1829,"nyt://article/814b540a-e351-5795-83b6-b711e1246ef7"
"Move in Congress to cut aid to OPEC members is narrowly defeated; Nigeria warns that any such cut would mean halt in oil sales to US (S)","https://www.nytimes.com/1979/09/16/archives/foreign-aid-by-us-drops-under-carter-cuts-in-the-congress-raise.html","Move in Congress to cut aid to OPEC members is narrowly defeated; Nigeria warns that any such cut would mean halt in oil sales to US (S)","Cuts in the Congress Raise Doubts on Administration's Ability to Promote Foreign Policy",NA,"8","1979-09-16T05:00:00+0000","nyt://article/3d8173b6-3b5f-5fe4-a153-48a19c19bf25",951,"nyt://article/3d8173b6-3b5f-5fe4-a153-48a19c19bf25"
"Editorial says energy, more than anything else, now symbolizes problems facing country","https://www.nytimes.com/1979/09/16/archives/how-the-race-is-run.html","Editorial says energy, more than anything else, now symbolizes problems facing country","A weakened America will be led for the next 14 months by an alarmingly weak President. Congress knows it. The Russians know it. The Israelis and Arabs know it. The oil companies and labor unions know it. Does Jimmy Carter understand that fact and know how to deal with it? The signs are not encouraging. Do his political rivals and the rest of us understand the predicament and the risks it carries? We wonder.","E","18","1979-09-16T05:00:00+0000","nyt://article/64b27bc4-c9bf-5005-9787-2c8559d85c9b",655,"nyt://article/64b27bc4-c9bf-5005-9787-2c8559d85c9b"
"THE college football season is upon us, but please excuse me for not getting very excited about it. No, I do not dislike college football; I've followed it since Pete Dawkins's days at West Point in the late 1950's and I prefer the college game to the National Football League version. The sport has lost most of its charm, however, and has become something worn and tired, like an old Errol Flynn movie seen too many times.","https://www.nytimes.com/1979/09/16/archives/an-appeal-to-break-up-that-ol-gang-of-nine.html","","THE college football season is upon us, but please excuse me for not getting very excited about it. No, I do not dislike college football; I've followed it since Pete Dawkins's days at West Point in the late 1950's and I prefer the college game to the National Football League version. The sport has lost most of its charm, however, and has become something worn and tired, like an old Errol Flynn movie seen too many times.","S","2","1979-09-16T05:00:00+0000","nyt://article/cfd1c286-744e-5111-945d-0edffdd1ee81",1319,"nyt://article/cfd1c286-744e-5111-945d-0edffdd1ee81"
"Edward Dew letter disputes Theodore R Mann Sept 9 letter supporting Israel's refusal to deal with PLO","https://www.nytimes.com/1979/09/16/archives/letters-the-twin-evils-of-profiteering-and-inflation.html","Edward Dew letter disputes Theodore R Mann Sept 9 letter supporting Israel's refusal to deal with PLO","To the Editor:","E","18","1979-09-16T05:00:00+0000","nyt://article/fb2aacc3-3dca-5597-bc6f-8bf8b7f02268",1979,"nyt://article/fb2aacc3-3dca-5597-bc6f-8bf8b7f02268"
"Article on Nigeria's long-range energy policy and speculation, denied by Government, that it is about to break $23.50-a-bbl OPEC price ceiling; long-range energy policy includes pushing for further oil exploration and strengthening Government's already significant control over production and marketing operations of major oil concerns working in Nigeria; reports of price increase come at time when Government has instituted a 10% reduction in daily crude oil production, to about $2.2 million bbls a day; oil income this year is still expected to set record of $15 billion, compared with $9.4 billion last year; Government is also pushing vigorously to construct oil-related economic infrastructure so that it can achieve self-sufficiency in refining and build national pipeline system; comments by former American UN Amb Andrew Young, who is in Nigeria with trade delegation, and Michael A Olorunfemi, chief economist of national petroleum corporation; illus; graph of Nigeria's oil exports and prices '70–79 (M)","https://www.nytimes.com/1979/09/17/archives/nigeria-pushes-energy-plan-oilmen-fear-higher-prices-more-controls.html","Article on Nigeria's long-range energy policy and speculation, denied by Government, that it is about to break $23.50-a-bbl OPEC price ceiling; long-range energy policy includes pushing for further oil exploration and strengthening Government's al...","LAGOS, Nigeria, Sept. 13 — When Andrew Young arrived here this week with an American trade delegation, reports were already swirling in this capital city that Nigeria was about to break the $23.50‐a‐barrel price ceiling of the Organization of Petroleum Exporting Countries.","D","1","1979-09-17T05:00:00+0000","nyt://article/b1a3b9f2-48c3-5a9d-99cf-e0b43998a5ad",1413,"nyt://article/b1a3b9f2-48c3-5a9d-99cf-e0b43998a5ad"
"Oil-importing developing countries at Havana meeting of nonaligned nations win agreement from OPEC states to negotiate price and supply of oil among themselves and in UN; UN Committee of the Whole has decided informally to seek General Assembly approval to prepare groundwork for global negotiations (M)","https://www.nytimes.com/1979/09/18/archives/poorer-countries-persuade-opec-to-negotiate-oil-prices-and-supply.html","Oil-importing developing countries at Havana meeting of nonaligned nations win agreement from OPEC states to negotiate price and supply of oil among themselves and in UN; UN Committee of the Whole has decided informally to seek General Assembly ap...","UNITED NATIONS, N.Y., Sept. 17 —After six years of suffering in silence over the skyrocketing price of oil, the world's poorer nations have persuaded the Organization of Petroleum Exporting Countries to agree to negotiations on pricing and supply.",NA,"1","1979-09-18T05:00:00+0000","nyt://article/82ef5fff-6e9e-55bb-ba79-54eba1f8c62b",901,"nyt://article/82ef5fff-6e9e-55bb-ba79-54eba1f8c62b"
"OPEC will begin consultations next month on policy coordination in advance of ministerial conference in Caracas, Venezuela, in Dec (S)","https://www.nytimes.com/1979/09/18/archives/opec-to-plan-policy-steps.html","OPEC will begin consultations next month on policy coordination in advance of ministerial conference in Caracas, Venezuela, in Dec (S)","BAHRAIN, Sept. 17 (Reuters) — The Organization of Petroleum Exporting Countries will begin consultations next month on policy coordination, the Saudi Press Agency said today.","D","14","1979-09-18T05:00:00+0000","nyt://article/96319223-7cb2-512d-8b16-37fd91fe2f3e",90,"nyt://article/96319223-7cb2-512d-8b16-37fd91fe2f3e"
"Middle East Economic Survey reports that Nigeria is imposing a special premium of $3 to $5 a bbl on crude oil sold to contract customers, 1st major break in OPEC price ceiling of $23.50 a bbl; Nigerians note that their low-sulfur crude is commanding premium of at least $12 a bbl above OPEC ceiling on spot market (S)","https://www.nytimes.com/1979/09/18/archives/nigeria-oi1-said-to-top-opec-cost.html","Middle East Economic Survey reports that Nigeria is imposing a special premium of $3 to $5 a bbl on crude oil sold to contract customers, 1st major break in OPEC price ceiling of $23.50 a bbl; Nigerians note that their low-sulfur crude is commandi...","NICOSIA, Cyprus, Sept. 17 (AP) —Nigeria has informed its crude oil contract customers that a $3 to $5 special premium will be charged above the official prices set by the Organization of Petroleum Exporting Countries beginning Oct. 1, the usually authoritative Middle East Economic Survey has reported.","D","1","1979-09-18T05:00:00+0000","nyt://article/f884e56b-f813-590d-b6fa-9c6eb1f6a8d0",197,"nyt://article/f884e56b-f813-590d-b6fa-9c6eb1f6a8d0"
